Организация;Номер актива;Серийный номер;Описание актива;Группа активов;Критичность;Номер родительского актива
Ч20;Ч.ТЭЦ.8.П4.ТР.ПВ.420;Ч140309;Задвижка Ду100 Ру63 поз.КЭ420;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ТР.ПВ
Ч20;Ч.ТЭЦ.8.П4.ТР.ПВ.416;Ч140310;Клапан регулирующий Ду100 Ру63 с электроприводом поз.КЭ416;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ТР.ПВ
Ч20;Ч.ТЭЦ.8.П4.ТР.ПВ.419;Ч140311;Клапан регулирующий Ду100 Ру63 с электроприводом поз.КЭ419;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ТР.ПВ
Ч20;Ч.ТЭЦ.8.П4.ТР.ПВ.РКПО;Ч140312;Клапан регулирующий Ду80 Ру63 с электроприводом поз.РКПО4;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ТР.ПВ
Ч20;Ч.ТЭЦ.8.П4.ТР.ПВ.ПКПО;Ч140313;Клапан регулирующий Ду50 Ру63 с электроприводом поз.ПКПО4;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ТР.ПВ
Ч20;Ч.ТЭЦ.8.П4.ТР.ПВ.АС;Ч140314;Клапан запорный Ду50 Ру63 с электроприводом поз.АС4;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ТР.ПВ
Ч20;Ч.ТЭЦ.8.П4.ТР.П;Ч140315;Трубопровод пара;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ТР
Ч20;Ч.ТЭЦ.8.П4.ТР.П.ГПЗ;Ч140316;Задвижка с электроприводом Ду200 Ру63  поз.ГПЗПК4;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ТР.П
Ч20;Ч.ТЭЦ.8.П4.ТР.П.РУ;Ч140317;Расходомерный узел;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ТР.П
Ч20;Ч.ТЭЦ.8.П4.ТР.П.КНП1;Ч140318;Клапан регулирующий Ду20 Ру63 с электроприводом поз.КНП1;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ТР.П
Ч20;Ч.ТЭЦ.8.П4.ТР.П.КНП2;Ч140319;Клапан регулирующий Ду20 Ру63 с электроприводом поз.КНП2;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ТР.П
Ч20;Ч.ТЭЦ.8.П4.ТР.П.КПП;Ч140320;Клапан регулирующий Ду50 Ру63 с электроприводом поз.КПП4;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ТР.П
Ч20;Ч.ТЭЦ.8.П4.ТР.П.Ш;Ч140321;Шумоглушитель;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ТР.П
Ч20;Ч.ТЭЦ.8.П4.ГП.Т;Ч140322;Трубопровод природного газа O219Х5;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГП
Ч20;Ч.ТЭЦ.8.П4.ГП.401;Ч140323;Задвижка с электроприводом Ду200 Ру16 поз.Г401;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГП
Ч20;Ч.ТЭЦ.8.П4.ГП.ПС1;Ч140324;Задвижка на подводе газа к продувочной свече №1;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГП
Ч20;Ч.ТЭЦ.8.П4.ГП.ПС2;Ч140325;Задвижка на подводе газа к продувочной свече №2;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГП
Ч20;Ч.ТЭЦ.8.П4.ГП.402;Ч140326;Клапан газовый отсечной Ду200 Ру6 поз.Г402;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГП
Ч20;Ч.ТЭЦ.8.П4.ГП.РУ;Ч140327;Расходомерный узел;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГП
Ч20;Ч.ТЭЦ.8.П4.ГП.З401;Ч140328;Клапан газовый электромагнитный Ду50 Ру6 поз.ГЗ401;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГП
Ч20;Ч.ТЭЦ.8.П4.ГП.403;Ч140329;Регулирующий клапан Ду200 Ру6 поз.Г403;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГП
Ч20;Ч.ТЭЦ.8.П4.ГП.411;Ч140330;Клапан газовый отсечной Ду150 Ру6 поз.Г411;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГП
Ч20;Ч.ТЭЦ.8.П4.ГП.412;Ч140331;Клапан газовый отсечной Ду150 Ру6 поз.Г412;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГП
Ч20;Ч.ТЭЦ.8.П4.ГП.413;Ч140332;Клапан газовый  электромагнитный Ду20 Ру6 поз.413;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГП
Ч20;Ч.ТЭЦ.8.П4.ГП.СБ401;Ч140333;Клапан газовый  электромагнитный Ду25 Ру6 поз.СБ401;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГП
Ч20;Ч.ТЭЦ.8.П4.ГП.З411;Ч140334;Клапан газовый  электромагнитный Ду30 Ру6 поз.Г3411;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГП
Ч20;Ч.ТЭЦ.8.П4.ГП.421;Ч140335;Клапан газовый отсечной Ду150 Ру6 поз.Г421;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГП
Ч20;Ч.ТЭЦ.8.П4.ГП.422;Ч140336;Клапан газовый отсечной Ду150 Ру6 поз.Г42;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГП
Ч20;Ч.ТЭЦ.8.П4.ГП.423;Ч140337;Клапан газовый  электромагнитный Ду20 Ру6 поз.423;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГП
Ч20;Ч.ТЭЦ.8.П4.ГП.СБ402;Ч140338;Клапан газовый  электромагнитный Ду25 Ру6 поз.СБ402;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГП
Ч20;Ч.ТЭЦ.8.П4.ГП.З421;Ч140339;Клапан газовый  электромагнитный Ду30 Ру6 поз.Г3421;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГП
Ч20;Ч.ТЭЦ.8.П4.ГП.431;Ч140340;Клапан газовый отсечной Ду150 Ру6 поз.Г431;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГП
Ч20;Ч.ТЭЦ.8.П4.ГП.432;Ч140341;Клапан газовый отсечной Ду150 Ру6 поз.Г432;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГП
Ч20;Ч.ТЭЦ.8.П4.ГП.433;Ч140342;Клапан газовый  электромагнитный Ду20 Ру6 поз.413;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГП
Ч20;Ч.ТЭЦ.8.П4.ГП.СБ403;Ч140343;Клапан газовый  электромагнитный Ду25 Ру6 поз.СБ403;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГП
Ч20;Ч.ТЭЦ.8.П4.ГП.З431;Ч140344;Клапан газовый  электромагнитный Ду30 Ру6 поз.Г3431;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГП
Ч20;Ч.ТЭЦ.8.П4.ГП.441;Ч140345;Клапан газовый отсечной Ду150 Ру6 поз.Г441;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГП
Ч20;Ч.ТЭЦ.8.П4.ГП.СБ404;Ч140346;Клапан газовый  электромагнитный Ду25 Ру6 поз.СБ404;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГП
Ч20;Ч.ТЭЦ.8.П4.ГП.451;Ч140347;Клапан газовый отсечной Ду150 Ру6 поз.Г451;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГП
Ч20;Ч.ТЭЦ.8.П4.ГП.108;Ч140348;Задвижка клиновая Ду150 Ру10 поз.Г108;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГП
Ч20;Ч.ТЭЦ.8.П4.ГП.СБ405;Ч140349;Клапан газовый  электромагнитный Ду25 Ру6 поз.СБ405;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГП
Ч20;Ч.ТЭЦ.8.П4.ГП.461;Ч140350;Клапан газовый отсечной Ду150 Ру6 поз.Г461;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГП
Ч20;Ч.ТЭЦ.8.П4.ГП.109;Ч140351;Задвижка клиновая Ду150 Ру10 поз.Г109;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГП
Ч20;Ч.ТЭЦ.8.П4.ГП.СБ406;Ч140352;Клапан газовый  электромагнитный Ду25 Ру6 поз.СБ409;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГП
Ч20;Ч.ТЭЦ.8.П4.Д;Ч140353;Дымосос ДНГ-24 поз.Д-4;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4
Ч20;Ч.ТЭЦ.8.П4.Д.Я21;Ч140354;Ячейка №21;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.Д
Ч20;Ч.ТЭЦ.8.П4.Д.ЭД;Ч140355;Электродвигатель 6кВ;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.Д
Ч20;Ч.ТЭЦ.8.П4.В;Ч140356;Дутьевой вентилятор ВДН-20 поз.В-4;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4
Ч20;Ч.ТЭЦ.8.П4.В.Я22;Ч140357;Ячейка №22;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.В
Ч20;Ч.ТЭЦ.8.П4.В.ЭД;Ч140358;Электродвигатель 6кВ;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.В
Ч20;Ч.ТЭЦ.8.П4.ГХ.Д;Ч140359;Газоход уходящих газов от конвективной части до дымососа.;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГХ
Ч20;Ч.ТЭЦ.8.П4.ГХ.Б;Ч140360;Газоход уходящих газов от дымососа до борова.;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГХ
Ч20;Ч.ТЭЦ.8.П4.ВХ.В;Ч140361;Воздуховод холодного воздуха;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ВХ
Ч20;Ч.ТЭЦ.8.П4.ВХ.Г;Ч140362;Воздуховод горелочных устройств;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ВХ
Ч20;Ч.ТЭЦ.8.П4.ПО.П;Ч140363;Трубный пучек регулятора перегрева (правый);ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ПО
Ч20;Ч.ТЭЦ.8.П4.ПО.Л;Ч140364;Трубный пучек регулятора перегрева (левый);ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ПО
Ч20;Ч.ТЭЦ.8.П4.ПП.1;Ч140365;Пароперегреватель 1 ступень;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ПП
Ч20;Ч.ТЭЦ.8.П4.ПП.2;Ч140366;Пароперегреватель 2 ступень;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ПП
Ч20;Ч.ТЭЦ.8.П4.ЭК.1;Ч140367;Экономайзер 1 ступень;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ЭК
Ч20;Ч.ТЭЦ.8.П4.ЭК.2;Ч140368;Экономайзер 2 ступень;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ЭК
Ч20;Ч.ТЭЦ.8.П4.ВП.В;Ч140369;Воздуходогреватель верхний;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ВП
Ч20;Ч.ТЭЦ.8.П4.ВП.Н;Ч140370;Воздухоподогреватель нижний;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ВП
Ч20;Ч.ТЭЦ.8.П4.Б.Б;Ч140371;Барабан с выносными циклонами;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.Б
Ч20;Ч.ТЭЦ.8.П4.Б.ЦП;Ч140372;Циклон выносной правый;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.Б
Ч20;Ч.ТЭЦ.8.П4.Б.ЦЛ;Ч140373;Циклон выносной левый;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.Б
Ч20;Ч.ТЭЦ.8.П4.ЭКР.БП;Ч140374;Экран боковой правый;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ЭКР
Ч20;Ч.ТЭЦ.8.П4.ЭКР.БЛ;Ч140375;Экран боковой левый;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ЭКР
Ч20;Ч.ТЭЦ.8.П4.ЭКР.ЗД;Ч140376;Экран задний;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ЭКР
Ч20;Ч.ТЭЦ.8.П4.ЭКР.ФР;Ч140377;Экран фронтовой;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ЭКР
Ч20;Ч.ТЭЦ.8.П4.МК;Ч140378;Металлоконструкции;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4
Ч20;Ч.ТЭЦ.8.П4.МК.К;Ч140379;Металлокаркас котла;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.МК
Ч20;Ч.ТЭЦ.8.П4.МК.ЛП;Ч140380;Лестницы и площадки;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.МК
Ч20;Ч.ТЭЦ.8.П4.Ф;Ч140381;Футеровка;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4
Ч20;Ч.ТЭЦ.8.П4.Ф.Т;Ч140382;Футеровка топочной камеры;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.Ф
Ч20;Ч.ТЭЦ.8.П4.Ф.К;Ч140383;Футеровка конвективной части;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.Ф
Ч20;Ч.ТЭЦ.8.П4.Ф.НП;Ч140384;Наклонная передняя;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.Ф
Ч20;Ч.ТЭЦ.8.П4.Ф.НЗ;Ч140385;Наклонная задняя;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.Ф
Ч20;Ч.ТЭЦ.8.П4.Ф.П;Ч140386;Потолочное перекрытие;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.Ф
Ч20;Ч.ТЭЦ.8.П4.Ф.Г;Ч140387;Футеровка абразур горелок;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.Ф
Ч20;Ч.ТЭЦ.8.П4.ГУ.1;Ч140388;Горелка ГМ-15 №1;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГУ
Ч20;Ч.ТЭЦ.8.П4.ГУ.2;Ч140389;Горелка ГМ-15 №2;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГУ
Ч20;Ч.ТЭЦ.8.П4.ГУ.3;Ч140390;Горелка ГМ-15 №3;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГУ
Ч20;Ч.ТЭЦ.8.П4.ГУ.4;Ч140391;Горелка ГМ-15 №4;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГУ
Ч20;Ч.ТЭЦ.8.П4.ГУ.5;Ч140392;Горелка ГМ-15 №5;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГУ
Ч20;Ч.ТЭЦ.8.П4.ГУ.6;Ч140393;Горелка ГМ-15 №6;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4.ГУ
Ч20;Ч.ТЭЦ.8.П4.СБ120;Ч140394;Сборка №120 РТЗО котел №4 К/Ц;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4
Ч20;Ч.ТЭЦ.8.П4.НД.4А;Ч140395;Насос дозатор фосфатов по.НД4А;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4
Ч20;Ч.ТЭЦ.8.П4.НД.4Б;Ч140396;Насос дозатор фосфатов по.НД4Б;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П4
Ч20;Ч.ТЭЦ.8.П6.АСУТП.ОБ;Ч140397;Система АСУТП парового котла № 6;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.АСУТП
Ч20;Ч.ТЭЦ.8.П6.АСУТП.ОБ.ШУ;Ч140398;Шкаф управления котла № 6 (6ШУ);ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.АСУТП.ОБ
Ч20;Ч.ТЭЦ.8.П6.АСУТП.ОБ.ШИС;Ч140399;Шкаф измерительных сигналов котла № 6 (6ШИС);ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.АСУТП.ОБ
Ч20;Ч.ТЭЦ.8.П6.АСУТП.ОБ.ШРГ;Ч140400;Шкаф розжига горелок (ШРГ);ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.АСУТП.ОБ
Ч20;Ч.ТЭЦ.8.П6.АСУТП.ОБ.ПО;Ч140401;Пульт оператора (ПО);ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.АСУТП.ОБ
Ч20;Ч.ТЭЦ.8.П6.ТР.ПВ;Ч140402;Трубопровод питательной воды;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ТР
Ч20;Ч.ТЭЦ.8.П6.ТР.ПВ.РУ100;Ч140403;Расходомерный узел;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ТР.ПВ
Ч20;Ч.ТЭЦ.8.П6.ТР.ПВ.РУ80;Ч140404;Расходомерный узел;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ТР.ПВ
Ч20;Ч.ТЭЦ.8.П6.ТР.ПВ.614;Ч140405;Задвижка с электроприводом Ду100 Ру63  поз.КЭ614;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ТР.ПВ
Ч20;Ч.ТЭЦ.8.П6.ТР.ПВ.615;Ч140406;Задвижка с электроприводом Ду100 Ру63 поз.КЭ615;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ТР.ПВ
Ч20;Ч.ТЭЦ.8.П6.ТР.ПВ.618;Ч140407;Задвижка с электроприводом Ду100 Ру63 поз.КЭ618;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ТР.ПВ
Ч20;Ч.ТЭЦ.8.П6.ТР.ПВ.617;Ч140408;Задвижка  Ду100 Ру63 поз.КЭ617;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ТР.ПВ
Ч20;Ч.ТЭЦ.8.П6.ТР.ПВ.620;Ч140409;Задвижка Ду100 Ру63 поз.КЭ620;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ТР.ПВ
Ч20;Ч.ТЭЦ.8.П6.ТР.ПВ.616;Ч140410;Клапан регулирующий Ду100 Ру63 с электроприводом поз.КЭ616;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ТР.ПВ
Ч20;Ч.ТЭЦ.8.П6.ТР.ПВ.619;Ч140411;Клапан регулирующий Ду100 Ру63 с электроприводом поз.КЭ619;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ТР.ПВ
Ч20;Ч.ТЭЦ.8.П6.ТР.ПВ.РКПО;Ч140412;Клапан регулирующий Ду80 Ру63 с электроприводом поз.РКПО6;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ТР.ПВ
Ч20;Ч.ТЭЦ.8.П6.ТР.ПВ.ПКПО;Ч140413;Клапан регулирующий Ду50 Ру63 с электроприводом поз.ПКПО6;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ТР.ПВ
Ч20;Ч.ТЭЦ.8.П6.ТР.ПВ.АС;Ч140414;Клапан запорный Ду50 Ру63 с электроприводом поз.АС6;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ТР.ПВ
Ч20;Ч.ТЭЦ.8.П6.ТР.П;Ч140415;Трубопровод пара;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ТР
Ч20;Ч.ТЭЦ.8.П6.ТР.П.ГПЗ;Ч140416;Задвижка с электроприводом Ду200 Ру63  поз.ГПЗПК6;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ТР.П
Ч20;Ч.ТЭЦ.8.П6.ТР.П.РУ;Ч140417;Расходомерный узел;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ТР.П
Ч20;Ч.ТЭЦ.8.П6.ТР.П.КНП1;Ч140418;Клапан регулирующий Ду20 Ру63 с электроприводом поз.КНП1;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ТР.П
Ч20;Ч.ТЭЦ.8.П6.ТР.П.КНП2;Ч140419;Клапан регулирующий Ду20 Ру63 с электроприводом поз.КНП2;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ТР.П
Ч20;Ч.ТЭЦ.8.П6.ТР.П.КПП;Ч140420;Клапан регулирующий Ду50 Ру63 с электроприводом поз.КПП6;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ТР.П
Ч20;Ч.ТЭЦ.8.П6.ТР.П.Ш;Ч140421;Шумоглушитель;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ТР.П
Ч20;Ч.ТЭЦ.8.П6.ГП.Т;Ч140422;Трубопровод природного газа O219Х5;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
Ч20;Ч.ТЭЦ.8.П6.ГП.601;Ч140423;Задвижка с электроприводом Ду200 Ру16 поз.Г601;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
Ч20;Ч.ТЭЦ.8.П6.ГП.ПС13;Ч140424;Задвижка на подводе газа к продувочным свечам №1, 2, 3;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
Ч20;Ч.ТЭЦ.8.П6.ГП.ПС46;Ч140425;Задвижка на подводе газа к продувочным свечам №4, 5, 6;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
Ч20;Ч.ТЭЦ.8.П6.ГП.РУ;Ч140426;Расходомерный узел;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
Ч20;Ч.ТЭЦ.8.П6.ГП.602;Ч140427;Регулирующий клапан Ду200 Ру6 поз.Г602;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
Ч20;Ч.ТЭЦ.8.П6.ГП.З603;Ч140428;Клапан газовый электромагнитный Ду20 Ру6 поз.ГЗ603;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
Ч20;Ч.ТЭЦ.8.П6.ГП.З605;Ч140429;Клапан газовый электромагнитный Ду20 Ру6 поз.ГЗ605;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
Ч20;Ч.ТЭЦ.8.П6.ГП.З606;Ч140430;Клапан газовый электромагнитный Ду20 Ру6 поз.ГЗ606;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
Ч20;Ч.ТЭЦ.8.П6.ГП.611;Ч140431;Клапан газовый отсечной Ду150 Ру6 поз.611;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
Ч20;Ч.ТЭЦ.8.П6.ГП.612;Ч140432;Клапан газовый отсечной Ду150 Ру6 поз.Г612;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
Ч20;Ч.ТЭЦ.8.П6.ГП.614;Ч140433;Клапан газовый  электромагнитный Ду20 Ру6 поз.614;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
Ч20;Ч.ТЭЦ.8.П6.ГП.СБ601;Ч140434;Клапан газовый  электромагнитный Ду25 Ру6 поз.СБ601;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
Ч20;Ч.ТЭЦ.8.П6.ГП.З612;Ч140435;Клапан газовый  электромагнитный Ду30 Ру6 поз.Г3612;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
Ч20;Ч.ТЭЦ.8.П6.ГП.621;Ч140436;Клапан газовый отсечной Ду150 Ру6 поз.Г621;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
Ч20;Ч.ТЭЦ.8.П6.ГП.622;Ч140437;Клапан газовый отсечной Ду150 Ру6 поз.642;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
Ч20;Ч.ТЭЦ.8.П6.ГП.624;Ч140438;Клапан газовый  электромагнитный Ду20 Ру6 поз.624;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
Ч20;Ч.ТЭЦ.8.П6.ГП.СБ602;Ч140439;Клапан газовый  электромагнитный Ду25 Ру6 поз.СБ602;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
Ч20;Ч.ТЭЦ.8.П6.ГП.З622;Ч140440;Клапан газовый  электромагнитный Ду30 Ру6 поз.Г3622;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
Ч20;Ч.ТЭЦ.8.П6.ГП.631;Ч140441;Клапан газовый отсечной Ду150 Ру6 поз.Г631;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
Ч20;Ч.ТЭЦ.8.П6.ГП.632;Ч140442;Клапан газовый отсечной Ду150 Ру6 поз.Г632;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
Ч20;Ч.ТЭЦ.8.П6.ГП.634;Ч140443;Клапан газовый  электромагнитный Ду20 Ру6 поз.634;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
Ч20;Ч.ТЭЦ.8.П6.ГП.СБ603;Ч140444;Клапан газовый  электромагнитный Ду25 Ру6 поз.СБ603;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
Ч20;Ч.ТЭЦ.8.П6.ГП.З632;Ч140445;Клапан газовый  электромагнитный Ду30 Ру6 поз.Г3632;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
