Организация;Номер актива;Серийный номер;Описание актива;Группа активов;Критичность;Номер родительского актива
Ч20;Ч.ТЭЦ.8.П6.ГП.641;Ч140446;Клапан газовый отсечной Ду150 Ру6 поз.Г641;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
Ч20;Ч.ТЭЦ.8.П6.ГП.642;Ч140447;Клапан газовый отсечной Ду150 Ру6 поз.Г642;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
Ч20;Ч.ТЭЦ.8.П6.ГП.644;Ч140448;Клапан газовый  электромагнитный Ду20 Ру6 поз.644;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
Ч20;Ч.ТЭЦ.8.П6.ГП.СБ604;Ч140449;Клапан газовый  электромагнитный Ду25 Ру6 поз.СБ604;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
Ч20;Ч.ТЭЦ.8.П6.ГП.651;Ч140450;Клапан газовый отсечной Ду150 Ру6 поз.Г651;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
Ч20;Ч.ТЭЦ.8.П6.ГП.652;Ч140451;Клапан газовый отсечной Ду150 Ру6 поз.Г652;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
Ч20;Ч.ТЭЦ.8.П6.ГП.654;Ч140452;Клапан газовый  электромагнитный Ду20 Ру6 поз.654;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
Ч20;Ч.ТЭЦ.8.П6.ГП.СБ605;Ч140453;Клапан газовый  электромагнитный Ду25 Ру6 поз.СБ605;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
Ч20;Ч.ТЭЦ.8.П6.ГП.661;Ч140454;Клапан газовый отсечной Ду150 Ру6 поз.Г661;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
Ч20;Ч.ТЭЦ.8.П6.ГП.662;Ч140455;Клапан газовый отсечной Ду150 Ру6 поз.Г662;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
Ч20;Ч.ТЭЦ.8.П6.ГП.664;Ч140456;Клапан газовый  электромагнитный Ду20 Ру6 поз.664;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
Ч20;Ч.ТЭЦ.8.П6.ГП.СБ606;Ч140457;Клапан газовый  электромагнитный Ду25 Ру6 поз.СБ606;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГП
Ч20;Ч.ТЭЦ.8.П6.Д;Ч140458;Дымосос ДНГ-24 поз.Д-6;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6
Ч20;Ч.ТЭЦ.8.П6.Д.Я11;Ч140459;Ячейка №11;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.Д
Ч20;Ч.ТЭЦ.8.П6.Д.ЭД;Ч140460;Электродвигатель 6кВ;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.Д
Ч20;Ч.ТЭЦ.8.П6.В;Ч140461;Дутьевой вентилятор ВДН-20 поз.В-6;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6
Ч20;Ч.ТЭЦ.8.П6.В.Я9;Ч140462;Ячейка №9;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.В
Ч20;Ч.ТЭЦ.8.П6.В.ЭД;Ч140463;Электродвигатель 6кВ;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.В
Ч20;Ч.ТЭЦ.8.П6.ГХ.Д;Ч140464;Газоход уходящих газов от конвективной части до дымососа.;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГХ
Ч20;Ч.ТЭЦ.8.П6.ГХ.Б;Ч140465;Газоход уходящих газов от дымососа до борова.;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГХ
Ч20;Ч.ТЭЦ.8.П6.ВХ.В;Ч140466;Воздуховод холодного воздуха;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ВХ
Ч20;Ч.ТЭЦ.8.П6.ВХ.Г;Ч140467;Воздуховод горелочных устройств;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ВХ
Ч20;Ч.ТЭЦ.8.П6.ПО.П;Ч140468;Трубный пучек регулятора перегрева (правый);ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ПО
Ч20;Ч.ТЭЦ.8.П6.ПО.Л;Ч140469;Трубный пучек регулятора перегрева (левый);ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ПО
Ч20;Ч.ТЭЦ.8.П6.ПП.1;Ч140470;Пароперегреватель 1 ступень;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ПП
Ч20;Ч.ТЭЦ.8.П6.ПП.2;Ч140471;Пароперегреватель 2 ступень;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ПП
Ч20;Ч.ТЭЦ.8.П6.ЭК.1;Ч140472;Экономайзер 1 ступень;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ЭК
Ч20;Ч.ТЭЦ.8.П6.ЭК.2;Ч140473;Экономайзер 2 ступень;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ЭК
Ч20;Ч.ТЭЦ.8.П6.ВП.В;Ч140474;Воздуходогреватель верхний;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ВП
Ч20;Ч.ТЭЦ.8.П6.ВП.Н;Ч140475;Воздухоподогреватель нижний;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ВП
Ч20;Ч.ТЭЦ.8.П6.Б.Б;Ч140476;Барабан с выносными циклонами;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.Б
Ч20;Ч.ТЭЦ.8.П6.Б.ЦП;Ч140477;Циклон выносной правый;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.Б
Ч20;Ч.ТЭЦ.8.П6.Б.ЦЛ;Ч140478;Циклон выносной левый;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.Б
Ч20;Ч.ТЭЦ.8.П6.ЭКР.БП;Ч140479;Экран боковой правый;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ЭКР
Ч20;Ч.ТЭЦ.8.П6.ЭКР.БЛ;Ч140480;Экран боковой левый;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ЭКР
Ч20;Ч.ТЭЦ.8.П6.ЭКР.ЗД;Ч140481;Экран задний;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ЭКР
Ч20;Ч.ТЭЦ.8.П6.ЭКР.ФР;Ч140482;Экран фронтовой;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ЭКР
Ч20;Ч.ТЭЦ.8.П6.МК.К;Ч140483;Металлокаркас котла;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.МК
Ч20;Ч.ТЭЦ.8.П6.МК.ЛП;Ч140484;Лестницы и площадки;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.МК
Ч20;Ч.ТЭЦ.8.П6.Ф.Т;Ч140485;Футеровка топочной камеры;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.Ф
Ч20;Ч.ТЭЦ.8.П6.Ф.К;Ч140486;Футеровка конвективной части;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.Ф
Ч20;Ч.ТЭЦ.8.П6.Ф.НП;Ч140487;Наклонная передняя;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.Ф
Ч20;Ч.ТЭЦ.8.П6.Ф.НЗ;Ч140488;Наклонная задняя;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.Ф
Ч20;Ч.ТЭЦ.8.П6.Ф.П;Ч140489;Потолочное перекрытие;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.Ф
Ч20;Ч.ТЭЦ.8.П6.Ф.Г;Ч140490;Футеровка абразур горелок;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.Ф
Ч20;Ч.ТЭЦ.8.П6.ГУ.1;Ч140491;Горелка ГМ-15 №1;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГУ
Ч20;Ч.ТЭЦ.8.П6.ГУ.2;Ч140492;Горелка ГМ-15 №2;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГУ
Ч20;Ч.ТЭЦ.8.П6.ГУ.3;Ч140493;Горелка ГМ-15 №3;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГУ
Ч20;Ч.ТЭЦ.8.П6.ГУ.4;Ч140494;Горелка ГМ-15 №4;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГУ
Ч20;Ч.ТЭЦ.8.П6.ГУ.5;Ч140495;Горелка ГМ-15 №5;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГУ
Ч20;Ч.ТЭЦ.8.П6.ГУ.6;Ч140496;Горелка ГМ-15 №6;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.ГУ
Ч20;Ч.ТЭЦ.8.П6.СБ310;Ч140497;Сборка №310 РТЗО ЦТЩ-2 котел №6 К/Ц;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6
Ч20;Ч.ТЭЦ.8.П6.НД.6А;Ч140498;Насос дозатор фосфатов по.НД6А;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.НД
Ч20;Ч.ТЭЦ.8.П6.НД.6Б;Ч140499;Насос дозатор фосфатов по.НД6Б;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П6.НД
Ч20;Ч.ТЭЦ.8.П7.АСУТП.ОБ;Ч140500;Система АСУТП парового котла № 7.Оборудование;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.АСУТП
Ч20;Ч.ТЭЦ.8.П7.АСУТП.ОБ.ШУ;Ч140501;Шкаф управления котла № 7 (7ШУ);ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.АСУТП.ОБ
Ч20;Ч.ТЭЦ.8.П7.АСУТП.ОБ.ШИС;Ч140502;Шкаф измерительных сигналов котла № 7 (7ШИС);ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.АСУТП.ОБ
Ч20;Ч.ТЭЦ.8.П7.АСУТП.ОБ.ШРГ1;Ч140503;Шкаф розжига горелок ШРГ1;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.АСУТП.ОБ
Ч20;Ч.ТЭЦ.8.П7.АСУТП.ОБ.ШРГ2;Ч140504;Шкаф розжига горелок ШРГ2;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.АСУТП.ОБ
Ч20;Ч.ТЭЦ.8.П7АСУТП.ОБ.СЕР;Ч140505;Сервер АСУТП;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.АСУТП.ОБ
Ч20;Ч.ТЭЦ.8.П7.АСУТП.ОБ.ОП;Ч140506;Пульт оператора (ПО);ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.АСУТП.ОБ
Ч20;Ч.ТЭЦ.8.П7.ТР.ПВ;Ч140507;Трубопровод питательной воды;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ТР
Ч20;Ч.ТЭЦ.8.П7.ТР.ПВ.РУ100;Ч140508;Расходомерный узел;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ТР.ПВ
Ч20;Ч.ТЭЦ.8.П7.ТР.ПВ.РУ80;Ч140509;Расходомерный узел;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ТР.ПВ
Ч20;Ч.ТЭЦ.8.П7.ТР.ПВ.714;Ч140510;Задвижка с электроприводом Ду100 Ру63  поз.КЭ714;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ТР.ПВ
Ч20;Ч.ТЭЦ.8.П7.ТР.ПВ.715;Ч140511;Задвижка с электроприводом Ду100 Ру63 поз.КЭ715;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ТР.ПВ
Ч20;Ч.ТЭЦ.8.П7.ТР.ПВ.718;Ч140512;Задвижка с электроприводом Ду100 Ру63 поз.КЭ718;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ТР.ПВ
Ч20;Ч.ТЭЦ.8.П7.ТР.ПВ.717;Ч140513;Задвижка  Ду100 Ру63 поз.КЭ717;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ТР.ПВ
Ч20;Ч.ТЭЦ.8.П7.ТР.ПВ.720;Ч140514;Задвижка Ду100 Ру63 поз.КЭ720;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ТР.ПВ
Ч20;Ч.ТЭЦ.8.П7.ТР.ПВ.716;Ч140515;Клапан регулирующий Ду100 Ру63 с электроприводом поз.КЭ716;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ТР.ПВ
Ч20;Ч.ТЭЦ.8.П7.ТР.ПВ.719;Ч140516;Клапан регулирующий Ду100 Ру63 с электроприводом поз.КЭ719;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ТР.ПВ
Ч20;Ч.ТЭЦ.8.П7.ТР.ПВ.РКПО;Ч140517;Клапан регулирующий Ду80 Ру63 с электроприводом поз.РКПО7;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ТР.ПВ
Ч20;Ч.ТЭЦ.8.П7.ТР.ПВ.ПКПО;Ч140518;Клапан регулирующий Ду50 Ру63 с электроприводом поз.ПКПО7;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ТР.ПВ
Ч20;Ч.ТЭЦ.8.П7.ТР.ПВ.АС;Ч140519;Клапан запорный Ду50 Ру63 с электроприводом поз.АС7;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ТР.ПВ
Ч20;Ч.ТЭЦ.8.П7.ТР.П;Ч140520;Трубопровод пара;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ТР
Ч20;Ч.ТЭЦ.8.П7.ТР.П.ГПЗ;Ч140521;Задвижка с электроприводом Ду200 Ру63  поз.ГПЗПК7;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ТР.П
Ч20;Ч.ТЭЦ.8.П7.ТР.П.РУ;Ч140522;Расходомерный узел;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ТР.П
Ч20;Ч.ТЭЦ.8.П7.ТР.П.КНП1;Ч140523;Клапан регулирующий Ду20 Ру63 с электроприводом поз.КНП1;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ТР.П
Ч20;Ч.ТЭЦ.8.П7.ТР.П.КНП2;Ч140524;Клапан регулирующий Ду20 Ру63 с электроприводом поз.КНП2;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ТР.П
Ч20;Ч.ТЭЦ.8.П7.ТР.П.КПП;Ч140525;Клапан Ду50 Ру63 с электроприводом поз.КПП7;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ТР.П
Ч20;Ч.ТЭЦ.8.П7.ТР.П.Ш;Ч140526;Шумоглушитель;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ТР.П
Ч20;Ч.ТЭЦ.8.П7.ГП.Т;Ч140527;Трубопровод природного газа O219Х5;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.701;Ч140528;Задвижка с электроприводом Ду200 Ру17 поз.Г701;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.ПС13;Ч140529;Задвижка на подводе газа к продувочным свечам №1, 2, 3;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.ПС46;Ч140530;Задвижка на подводе газа к продувочным свечам №4, 5, 6;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.РУ;Ч140531;Расходомерный узел;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.702;Ч140532;Регулирующий клапан Ду200 Ру6 поз.Г702;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.711;Ч140533;Клапан газовый отсечной Ду150 Ру6 поз.711;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.712;Ч140534;Клапан газовый отсечной Ду150 Ру6 поз.Г712;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.715;Ч140535;Регулирующий клапан Ду150 Ру6 поз.Г715;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.714;Ч140536;Клапан газовый  электромагнитный Ду20 Ру6 поз.714;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.СБ701;Ч140537;Клапан газовый  электромагнитный Ду25 Ру6 поз.СБ701;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.З712;Ч140538;Клапан газовый  электромагнитный Ду30 Ру6 поз.Г3712;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.721;Ч140539;Клапан газовый отсечной Ду150 Ру6 поз.Г721;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.722;Ч140540;Клапан газовый отсечной Ду150 Ру6 поз.742;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.725;Ч140541;Регулирующий клапан Ду150 Ру6 поз.Г725;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.724;Ч140542;Клапан газовый  электромагнитный Ду20 Ру6 поз.724;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.СБ702;Ч140543;Клапан газовый  электромагнитный Ду25 Ру6 поз.СБ702;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.З722;Ч140544;Клапан газовый  электромагнитный Ду30 Ру6 поз.Г3722;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.731;Ч140545;Клапан газовый отсечной Ду150 Ру6 поз.Г731;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.732;Ч140546;Клапан газовый отсечной Ду150 Ру6 поз.Г732;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.735;Ч140547;Регулирующий клапан Ду150 Ру6 поз.Г735;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.734;Ч140548;Клапан газовый  электромагнитный Ду20 Ру6 поз.734;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.СБ703;Ч140549;Клапан газовый  электромагнитный Ду25 Ру6 поз.СБ703;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.З732;Ч140550;Клапан газовый  электромагнитный Ду30 Ру6 поз.Г3732;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.741;Ч140551;Клапан газовый отсечной Ду150 Ру6 поз.Г741;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.742;Ч140552;Клапан газовый отсечной Ду150 Ру6 поз.Г742;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.745;Ч140553;Регулирующий клапан Ду150 Ру6 поз.Г745;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.744;Ч140554;Клапан газовый  электромагнитный Ду20 Ру6 поз.744;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.СБ704;Ч140555;Клапан газовый  электромагнитный Ду25 Ру6 поз.СБ704;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.З742;Ч140556;Клапан газовый  электромагнитный Ду30 Ру6 поз.Г3742;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.751;Ч140557;Клапан газовый отсечной Ду150 Ру6 поз.Г751;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.752;Ч140558;Клапан газовый отсечной Ду150 Ру6 поз.Г752;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.755;Ч140559;Регулирующий клапан Ду150 Ру6 поз.Г755;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.754;Ч140560;Клапан газовый  электромагнитный Ду20 Ру6 поз.754;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.СБ705;Ч140561;Клапан газовый  электромагнитный Ду25 Ру6 поз.СБ705;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.З752;Ч140562;Клапан газовый  электромагнитный Ду30 Ру6 поз.Г3752;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.761;Ч140563;Клапан газовый отсечной Ду150 Ру6 поз.Г761;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.762;Ч140564;Клапан газовый отсечной Ду150 Ру6 поз.Г762;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.765;Ч140565;Регулирующий клапан Ду150 Ру6 поз.Г765;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.764;Ч140566;Клапан газовый  электромагнитный Ду20 Ру6 поз.764;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.СБ706;Ч140567;Клапан газовый  электромагнитный Ду25 Ру6 поз.СБ706;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.ГП.З762;Ч140568;Клапан газовый  электромагнитный Ду30 Ру6 поз.Г3762;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГП
Ч20;Ч.ТЭЦ.8.П7.Д;Ч140569;Дымосос ДНГ-24 поз.Д-7;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7
Ч20;Ч.ТЭЦ.8.П7.Д.Я31;Ч140570;Ячейка №31;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.Д
Ч20;Ч.ТЭЦ.8.П7.Д.ЭД;Ч140571;Электродвигатель 6кВ;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.Д
Ч20;Ч.ТЭЦ.8.П7.В;Ч140572;Дутьевой вентилятор ВДН-20 поз.В-7;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7
Ч20;Ч.ТЭЦ.8.П7.В.Я32;Ч140573;Ячейка №32;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7
Ч20;Ч.ТЭЦ.8.П7.В.ЭД;Ч140574;Электродвигатель 6кВ;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7
Ч20;Ч.ТЭЦ.8.П7.ГХ.Д;Ч140575;Газоход уходящих газов от конвективной части до дымососа.;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ГХ
Ч20;Ч.ТЭЦ.8.П7.ВХ.В;Ч140576;Воздуховод холодного воздуха;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ВХ
Ч20;Ч.ТЭЦ.8.П7.ВХ.Г;Ч140577;Воздуховод горелочных устройств;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ВХ
Ч20;Ч.ТЭЦ.8.П7.ПО.П;Ч140578;Трубный пучек регулятора перегрева (правый);ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ПО
Ч20;Ч.ТЭЦ.8.П7.ПО.Л;Ч140579;Трубный пучек регулятора перегрева (левый);ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ПО
Ч20;Ч.ТЭЦ.8.П7.ПП.1;Ч140580;Пароперегреватель 1 ступень;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ПП
Ч20;Ч.ТЭЦ.8.П7.ПП.2;Ч140581;Пароперегреватель 2 ступень;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ПП
Ч20;Ч.ТЭЦ.8.П7.ЭК.1;Ч140582;Экономайзер 1 ступень;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ЭК
Ч20;Ч.ТЭЦ.8.П7.ЭК.2;Ч140583;Экономайзер 2 ступень;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ЭК
Ч20;Ч.ТЭЦ.8.П7.ВП.В;Ч140584;Воздуходогреватель верхний;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.П7.ВП
